,file,autoEvelate,potentials
2969,C:\Windows\System32\driverquery.exe,False,C:\Users\user\Desktop\git\out\system32\driverquery.exe\srvcli.dll
2975,C:\Windows\System32\driverquery.exe,False,C:\Users\user\Desktop\git\out\system32\driverquery.exe\netutils.dll
2976,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\dsreg.dll
2978,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\WINHTTP.dll
2981,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\WININET.dll
2985,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\bcrypt.dll
2990,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\ncrypt.dll
2996,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\USERENV.dll
3003,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\Secur32.dll
3011,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\wkscli.dll
3020,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\netutils.dll
3030,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\SSPICLI.DLL
3041,C:\Windows\System32\dsregcmd.exe,False,C:\Users\user\Desktop\git\out\system32\dsregcmd.exe\NTASN1.dll
3042,C:\Windows\System32\dstokenclean.exe,False,C:\Users\user\Desktop\git\out\system32\dstokenclean.exe\dsclient.dll
3043,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\dxgi.dll
3045,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\CoreMessaging.dll
3048,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\dwmcore.dll
3063,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\D3DCOMPILER_47.dll
3070,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\CRYPTSP.dll
3078,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\d2d1.dll
3087,C:\Windows\System32\dwm.exe,False,C:\Users\user\Desktop\git\out\system32\dwm.exe\XmlLite.dll
3088,C:\Windows\System32\DWWIN.EXE,False,C:\Users\user\Desktop\git\out\system32\DWWIN.EXE\wer.dll
3090,C:\Windows\System32\DWWIN.EXE,False,C:\Users\user\Desktop\git\out\system32\DWWIN.EXE\bcrypt.dll
3091,C:\Windows\System32\dxdiag.exe,False,C:\Users\user\Desktop\git\out\system32\dxdiag.exe\TextShaping.dll
3092,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\PROPSYS.dll
3094,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\dwmapi.dll
3097,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\XmlLite.dll
3101,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\msi.dll
3106,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\bcrypt.dll
3112,C:\Windows\System32\Dxpserver.exe,False,C:\Users\user\Desktop\git\out\system32\Dxpserver.exe\MSASN1.dll
3113,C:\Windows\System32\EaseOfAccessDialog.exe,False,C:\Users\user\Desktop\git\out\system32\EaseOfAccessDialog.exe\OLEACC.dll
3115,C:\Windows\System32\EaseOfAccessDialog.exe,False,C:\Users\user\Desktop\git\out\system32\EaseOfAccessDialog.exe\DUser.dll
3118,C:\Windows\System32\EaseOfAccessDialog.exe,False,C:\Users\user\Desktop\git\out\system32\EaseOfAccessDialog.exe\DUI70.dll
3122,C:\Windows\System32\EaseOfAccessDialog.exe,False,C:\Users\user\Desktop\git\out\system32\EaseOfAccessDialog.exe\OLEACCRC.DLL
3123,C:\Windows\System32\easinvoker.exe,True,C:\Users\user\Desktop\git\out\system32\easinvoker.exe\AUTHZ.dll
3125,C:\Windows\System32\easinvoker.exe,True,C:\Users\user\Desktop\git\out\system32\easinvoker.exe\netutils.dll
3128,C:\Windows\System32\easinvoker.exe,True,C:\Users\user\Desktop\git\out\system32\easinvoker.exe\samcli.dll
3132,C:\Windows\System32\easinvoker.exe,True,C:\Users\user\Desktop\git\out\system32\easinvoker.exe\SAMLIB.dll
3133,C:\Windows\System32\EDPCleanup.exe,False,C:\Users\user\Desktop\git\out\system32\EDPCleanup.exe\msvcp110_win.dll
3134,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\EFSADU.dll
3136,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\EFSUTIL.dll
3139,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\ncrypt.dll
3143,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\DSROLE.dll
3148,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\bcrypt.dll
3154,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\MFC42u.dll
3161,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\logoncli.dll
3169,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\netutils.dll
3178,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\VAULTCLI.dll
3188,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\credui.dll
3199,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\USERENV.dll
3211,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\CRYPTUI.dll
3224,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\FeClient.dll
3238,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\urlmon.dll
3253,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\iertutil.dll
3269,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\srvcli.dll
3286,C:\Windows\System32\efsui.exe,False,C:\Users\user\Desktop\git\out\system32\efsui.exe\NTASN1.dll
3287,C:\Windows\System32\EhStorAuthn.exe,False,C:\Users\user\Desktop\git\out\system32\EhStorAuthn.exe\UxTheme.dll
3288,C:\Windows\System32\EoAExperiences.exe,False,C:\Users\user\Desktop\git\out\system32\EoAExperiences.exe\d2d1.dll
3290,C:\Windows\System32\EoAExperiences.exe,False,C:\Users\user\Desktop\git\out\system32\EoAExperiences.exe\OLEACC.dll
3293,C:\Windows\System32\EoAExperiences.exe,False,C:\Users\user\Desktop\git\out\system32\EoAExperiences.exe\OLEACCRC.DLL
3294,C:\Windows\System32\escUnattend.exe,False,C:\Users\user\Desktop\git\out\system32\escUnattend.exe\iesetup.dll
3296,C:\Windows\System32\escUnattend.exe,False,C:\Users\user\Desktop\git\out\system32\escUnattend.exe\IEADVPACK.dll
3299,C:\Windows\System32\escUnattend.exe,False,C:\Users\user\Desktop\git\out\system32\escUnattend.exe\VERSION.dll
3303,C:\Windows\System32\escUnattend.exe,False,C:\Users\user\Desktop\git\out\system32\escUnattend.exe\wdscore.dll
3308,C:\Windows\System32\escUnattend.exe,False,C:\Users\user\Desktop\git\out\system32\escUnattend.exe\dbgcore.DLL
3309,C:\Windows\System32\esentutl.exe,False,C:\Users\user\Desktop\git\out\system32\esentutl.exe\ESENT.dll
3310,C:\Windows\System32\eudcedit.exe,True,C:\Users\user\Desktop\git\out\system32\eudcedit.exe\MFC42u.dll
3311,C:\Windows\System32\eventcreate.exe,False,C:\Users\user\Desktop\git\out\system32\eventcreate.exe\MPR.dll
3313,C:\Windows\System32\eventcreate.exe,False,C:\Users\user\Desktop\git\out\system32\eventcreate.exe\SspiCli.dll
3316,C:\Windows\System32\eventcreate.exe,False,C:\Users\user\Desktop\git\out\system32\eventcreate.exe\netutils.dll
3320,C:\Windows\System32\eventcreate.exe,False,C:\Users\user\Desktop\git\out\system32\eventcreate.exe\srvcli.dll
3321,C:\Windows\System32\expand.exe,False,C:\Users\user\Desktop\git\out\system32\expand.exe\Cabinet.dll
3322,C:\Windows\System32\extrac32.exe,False,C:\Users\user\Desktop\git\out\system32\extrac32.exe\Cabinet.dll
3323,C:\Windows\System32\fc.exe,False,C:\Users\user\Desktop\git\out\system32\fc.exe\ulib.dll
3324,C:\Windows\System32\find.exe,False,C:\Users\user\Desktop\git\out\system32\find.exe\ulib.dll
3325,C:\Windows\System32\finger.exe,False,C:\Users\user\Desktop\git\out\system32\finger.exe\MSWSOCK.dll
3326,C:\Windows\System32\fixmapi.exe,False,C:\Users\user\Desktop\git\out\system32\fixmapi.exe\mapistub.dll
3327,C:\Windows\System32\fltMC.exe,False,C:\Users\user\Desktop\git\out\system32\fltMC.exe\FLTLIB.DLL
3328,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\PROPSYS.dll
3330,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\urlmon.dll
3333,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\iertutil.dll
3337,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\srvcli.dll
3342,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\netutils.dll
3348,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\edputil.dll
3355,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\Secur32.dll
3363,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\SSPICLI.DLL
3372,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\MLANG.dll
3382,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\WININET.dll
3393,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\profapi.dll
3405,C:\Windows\System32\fodhelper.exe,True,C:\Users\user\Desktop\git\out\system32\fodhelper.exe\AppXDeploymentClient.dll
3406,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\PROPSYS.dll
3408,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\osbaseln.dll
3411,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\msi.dll
3415,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\DUser.dll
3420,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\bcrypt.dll
3426,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\TextShaping.dll
3433,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\CRYPTBASE.DLL
3441,C:\Windows\System32\Fondue.exe,False,C:\Users\user\Desktop\git\out\system32\Fondue.exe\OLEACCRC.DLL
3442,C:\Windows\System32\fontview.exe,False,C:\Users\user\Desktop\git\out\system32\fontview.exe\TextShaping.dll
3444,C:\Windows\System32\fontview.exe,False,C:\Users\user\Desktop\git\out\system32\fontview.exe\imageres.dll
3447,C:\Windows\System32\fontview.exe,False,C:\Users\user\Desktop\git\out\system32\fontview.exe\OLEACCRC.DLL
3448,C:\Windows\System32\forfiles.exe,False,C:\Users\user\Desktop\git\out\system32\forfiles.exe\VERSION.dll
3449,C:\Windows\System32\fsavailux.exe,False,C:\Users\user\Desktop\git\out\system32\fsavailux.exe\IfsUtil.dll
3451,C:\Windows\System32\fsavailux.exe,False,C:\Users\user\Desktop\git\out\system32\fsavailux.exe\ulib.dll
3458,C:\Windows\System32\fsavailux.exe,False,C:\Users\user\Desktop\git\out\system32\fsavailux.exe\DEVOBJ.dll
3463,C:\Windows\System32\fsavailux.exe,False,C:\Users\user\Desktop\git\out\system32\fsavailux.exe\CFGMGR32.dll
3464,C:\Windows\System32\FsIso.exe,False,C:\Users\user\Desktop\git\out\system32\FsIso.exe\IumSdk.dll
3466,C:\Windows\System32\FsIso.exe,False,C:\Users\user\Desktop\git\out\system32\FsIso.exe\iumbase.DLL
3467,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\MSWSOCK.dll
3469,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\POWRPROF.dll
3472,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\DEVOBJ.dll
3476,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\CFGMGR32.dll
3481,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\UMPDC.dll
3487,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\DUser.dll
3494,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\TextShaping.dll
3502,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\OLEACC.dll
3511,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\OLEACCRC.DLL
3521,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\dwmapi.dll
3532,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\UIAutomationCore.dll
3544,C:\Windows\System32\fsquirt.exe,True,C:\Users\user\Desktop\git\out\system32\fsquirt.exe\CRYPTBASE.DLL
3545,C:\Windows\System32\ftp.exe,False,C:\Users\user\Desktop\git\out\system32\ftp.exe\MSWSOCK.dll
3547,C:\Windows\System32\ftp.exe,False,C:\Users\user\Desktop\git\out\system32\ftp.exe\SspiCli.dll
3548,C:\Windows\System32\GenValObj.exe,False,C:\Users\user\Desktop\git\out\system32\GenValObj.exe\CRYPTSP.dll
3550,C:\Windows\System32\GenValObj.exe,False,C:\Users\user\Desktop\git\out\system32\GenValObj.exe\bcd.dll
3553,C:\Windows\System32\GenValObj.exe,False,C:\Users\user\Desktop\git\out\system32\GenValObj.exe\MSASN1.dll
3554,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\SspiCli.dll
3556,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\wkscli.dll
3559,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\netutils.dll
3563,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\MPR.dll
3568,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\framedynos.dll
3574,C:\Windows\System32\getmac.exe,False,C:\Users\user\Desktop\git\out\system32\getmac.exe\srvcli.dll
3575,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\SspiCli.dll
3577,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\logoncli.dll
3580,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\netutils.dll
3584,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\MPR.dll
3589,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\srvcli.dll
3595,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\framedynos.dll
3602,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\NTDSAPI.dll
3610,C:\Windows\System32\gpresult.exe,False,C:\Users\user\Desktop\git\out\system32\gpresult.exe\Secur32.dll
3611,C:\Windows\System32\gpupdate.exe,False,C:\Users\user\Desktop\git\out\system32\gpupdate.exe\GPAPI.dll
3613,C:\Windows\System32\gpupdate.exe,False,C:\Users\user\Desktop\git\out\system32\gpupdate.exe\USERENV.dll
3616,C:\Windows\System32\gpupdate.exe,False,C:\Users\user\Desktop\git\out\system32\gpupdate.exe\wevtapi.dll
3617,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\newdev.dll
3619,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\DEVOBJ.dll
3622,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\DEVRTL.dll
3626,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\devmgr.dll
3631,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\VERSION.dll
3637,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\UxTheme.dll
3644,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\wevtapi.dll
3652,C:\Windows\System32\hdwwiz.exe,False,C:\Users\user\Desktop\git\out\system32\hdwwiz.exe\TextShaping.dll
3653,C:\Windows\System32\help.exe,False,C:\Users\user\Desktop\git\out\system32\help.exe\netmsg.dll
3654,C:\Windows\System32\HOSTNAME.EXE,False,C:\Users\user\Desktop\git\out\system32\HOSTNAME.EXE\MSWSOCK.dll
3655,C:\Windows\System32\hvax64.exe,False,C:\Users\user\Desktop\git\out\system32\hvax64.exe\KDSTUB.dll
3656,C:\Windows\System32\hvix64.exe,False,C:\Users\user\Desktop\git\out\system32\hvix64.exe\KDSTUB.dll
3657,C:\Windows\System32\icacls.exe,False,C:\Users\user\Desktop\git\out\system32\icacls.exe\netmsg.dll
3658,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\IEADVPACK.dll
3660,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\iertutil.dll
3663,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\iedkcs32.dll
3667,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\urlmon.dll
3672,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\NETAPI32.dll
3678,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\WININET.dll
3685,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\DiagnosticDataSettings.dll
3693,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\VERSION.dll
3702,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\MLANG.dll
3735,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\netutils.dll
3748,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\wkscli.dll
3810,C:\Windows\System32\ie4uinit.exe,False,C:\Users\user\Desktop\git\out\system32\ie4uinit.exe\srvcli.dll
3829,C:\Windows\System32\ie4ushowIE.exe,False,C:\Users\user\Desktop\git\out\system32\ie4ushowIE.exe\VERSION.dll
3830,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\iertutil.dll
3832,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\MSHTML.dll
3835,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\urlmon.dll
3839,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\OLEACC.dll
3844,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\srvcli.dll
3850,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\netutils.dll
3857,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\DiagnosticDataSettings.dll
3865,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\SspiCli.dll
3874,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\WINHTTP.dll
3884,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\wkscli.dll
3895,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\UMPDC.dll
3907,C:\Windows\System32\F12\IEChooser.exe,False,C:\Users\user\Desktop\git\out\system32\IEChooser.exe\OLEACCRC.DLL
3908,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\SspiCli.dll
3910,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\Cabinet.dll
3913,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\MPR.dll
3917,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\bcrypt.dll
3922,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\UMPDC.dll
3928,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\iertutil.dll
3935,C:\Windows\System32\IESettingSync.exe,False,C:\Users\user\Desktop\git\out\system32\IESettingSync.exe\SettingSyncDownloadHelper.dll
3936,C:\Windows\System32\ieUnatt.exe,False,C:\Users\user\Desktop\git\out\system32\ieUnatt.exe\wdscore.dll
3938,C:\Windows\System32\ieUnatt.exe,False,C:\Users\user\Desktop\git\out\system32\ieUnatt.exe\dbgcore.DLL
3939,C:\Windows\System32\iexpress.exe,False,C:\Users\user\Desktop\git\out\system32\iexpress.exe\VERSION.dll
3941,C:\Windows\System32\iexpress.exe,False,C:\Users\user\Desktop\git\out\system32\iexpress.exe\TextShaping.dll
3942,C:\Windows\System32\IME\SHARED\IMCCPHR.exe,False,C:\Users\user\Desktop\git\out\system32\IMCCPHR.exe\TextShaping.dll
3944,C:\Windows\System32\IME\SHARED\IMCCPHR.exe,False,C:\Users\user\Desktop\git\out\system32\IMCCPHR.exe\imageres.dll
3947,C:\Windows\System32\IME\SHARED\IMCCPHR.exe,False,C:\Users\user\Desktop\git\out\system32\IMCCPHR.exe\CRYPTBASE.DLL
3951,C:\Windows\System32\IME\SHARED\IMCCPHR.exe,False,C:\Users\user\Desktop\git\out\system32\IMCCPHR.exe\OLEACCRC.DLL
3952,C:\Windows\System32\IME\SHARED\ImeBroker.exe,False,C:\Users\user\Desktop\git\out\system32\ImeBroker.exe\XmlLite.dll
3954,C:\Windows\System32\IME\SHARED\ImeBroker.exe,False,C:\Users\user\Desktop\git\out\system32\ImeBroker.exe\profapi.dll
3955,C:\Windows\System32\IME\SHARED\imecfmui.exe,False,C:\Users\user\Desktop\git\out\system32\imecfmui.exe\wer.dll
3956,C:\Windows\System32\IME\SHARED\IMEPADSV.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEPADSV.EXE\CoreMessaging.dll
3958,C:\Windows\System32\IME\SHARED\IMEPADSV.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEPADSV.EXE\CoreUIComponents.dll
3961,C:\Windows\System32\IME\SHARED\IMEPADSV.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEPADSV.EXE\sfc.dll
3965,C:\Windows\System32\IME\SHARED\IMEPADSV.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEPADSV.EXE\sfc_os.DLL
3966,C:\Windows\System32\IME\SHARED\IMEWDBLD.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEWDBLD.EXE\Cabinet.dll
3968,C:\Windows\System32\IME\SHARED\IMEWDBLD.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEWDBLD.EXE\UxTheme.dll
3971,C:\Windows\System32\IME\SHARED\IMEWDBLD.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEWDBLD.EXE\profapi.dll
3975,C:\Windows\System32\IME\SHARED\IMEWDBLD.EXE,False,C:\Users\user\Desktop\git\out\system32\IMEWDBLD.EXE\MSASN1.dll
3976,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\profapi.dll
3978,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\msftedit.dll
3981,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\bcrypt.dll
3985,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\msvcp110_win.dll
3990,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\TextShaping.dll
3996,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\XmlLite.dll
4003,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\CRYPTBASE.DLL
4011,C:\Windows\System32\IME\IMEJP\IMJPDCT.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPDCT.EXE\OLEACCRC.DLL
4012,C:\Windows\System32\IME\IMEJP\IMJPSET.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPSET.EXE\DUI70.dll
4014,C:\Windows\System32\IME\IMEJP\IMJPSET.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPSET.EXE\profapi.dll
4017,C:\Windows\System32\IME\IMEJP\IMJPSET.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPSET.EXE\DUser.dll
4021,C:\Windows\System32\IME\IMEJP\IMJPSET.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPSET.EXE\TextShaping.dll
4026,C:\Windows\System32\IME\IMEJP\IMJPSET.EXE,False,C:\Users\user\Desktop\git\out\system32\IMJPSET.EXE\Cabinet.dll
