,file,autoEvelate,potentials
0,C:\Windows\System32\AgentService.exe,False,C:\Users\user\Desktop\git\out\system32\AgentService.exe\FLTLIB.DLL
2,C:\Windows\System32\AgentService.exe,False,C:\Users\user\Desktop\git\out\system32\AgentService.exe\VERSION.dll
5,C:\Windows\System32\AgentService.exe,False,C:\Users\user\Desktop\git\out\system32\AgentService.exe\ACTIVEDS.dll
9,C:\Windows\System32\AgentService.exe,False,C:\Users\user\Desktop\git\out\system32\AgentService.exe\adsldpc.dll
14,C:\Windows\System32\AgentService.exe,False,C:\Users\user\Desktop\git\out\system32\AgentService.exe\MSASN1.dll
15,C:\Windows\System32\AggregatorHost.exe,False,C:\Users\user\Desktop\git\out\system32\AggregatorHost.exe\USERENV.dll
16,C:\Windows\System32\aitstatic.exe,False,C:\Users\user\Desktop\git\out\system32\aitstatic.exe\mscoree.dll
17,C:\Windows\System32\alg.exe,False,C:\Users\user\Desktop\git\out\system32\alg.exe\CRYPTBASE.dll
19,C:\Windows\System32\alg.exe,False,C:\Users\user\Desktop\git\out\system32\alg.exe\MSWSOCK.dll
20,C:\Windows\System32\AppHostRegistrationVerifier.exe,False,C:\Users\user\Desktop\git\out\system32\AppHostRegistrationVerifier.exe\msvcp110_win.dll
21,C:\Windows\System32\appidpolicyconverter.exe,False,C:\Users\user\Desktop\git\out\system32\appidpolicyconverter.exe\msvcp110_win.dll
23,C:\Windows\System32\appidpolicyconverter.exe,False,C:\Users\user\Desktop\git\out\system32\appidpolicyconverter.exe\USERENV.dll
26,C:\Windows\System32\appidpolicyconverter.exe,False,C:\Users\user\Desktop\git\out\system32\appidpolicyconverter.exe\srpapi.dll
27,C:\Windows\System32\ApplicationFrameHost.exe,False,C:\Users\user\Desktop\git\out\system32\ApplicationFrameHost.exe\dxgi.dll
29,C:\Windows\System32\ApplicationFrameHost.exe,False,C:\Users\user\Desktop\git\out\system32\ApplicationFrameHost.exe\UxTheme.dll
30,C:\Windows\System32\ApplySettingsTemplateCatalog.exe,False,C:\Users\user\Desktop\git\out\system32\ApplySettingsTemplateCatalog.exe\ACTIVEDS.dll
32,C:\Windows\System32\ApplySettingsTemplateCatalog.exe,False,C:\Users\user\Desktop\git\out\system32\ApplySettingsTemplateCatalog.exe\adsldpc.dll
33,C:\Windows\System32\ApplyTrustOffline.exe,False,C:\Users\user\Desktop\git\out\system32\ApplyTrustOffline.exe\StateRepository.Core.dll
34,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\APPVPOLICY.dll
36,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\USERENV.dll
39,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\WTSAPI32.dll
43,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\NETAPI32.dll
48,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\Secur32.dll
54,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\WININET.dll
61,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\NETUTILS.DLL
69,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\SAMCLI.DLL
78,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\LOGONCLI.DLL
88,C:\Windows\System32\AppVClient.exe,False,C:\Users\user\Desktop\git\out\system32\AppVClient.exe\SSPICLI.DLL
89,C:\Windows\System32\AppVShNotify.exe,False,C:\Users\user\Desktop\git\out\system32\AppVShNotify.exe\USERENV.dll
91,C:\Windows\System32\AppVShNotify.exe,False,C:\Users\user\Desktop\git\out\system32\AppVShNotify.exe\sspicli.dll
92,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\CRYPTSP.dll
94,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\CRYPTBASE.dll
97,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\bcrypt.dll
101,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\MSVCP140_CLR0400.dll
106,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\profapi.dll
112,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\en-US\AppVStreamingUX.resources.dll
119,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\en-US\AppVStreamingUX.resources\AppVStreamingUX.resources.dll
127,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\DWMAPI.dll
136,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\d3d9.dll
146,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\vm3dum64_loader.dll
157,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\WINMM.dll
169,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\en-US\Microsoft.AppV.AppvClientComConsumer.resources.dll
182,C:\Windows\System32\AppV\AppVStreamingUX.exe,False,C:\Users\user\Desktop\git\out\system32\AppVStreamingUX.exe\en-US\Microsoft.AppV.AppvClientComConsumer.resources\Microsoft.AppV.AppvClientComConsumer.resources.dll
183,C:\Windows\System32\ARP.EXE,False,C:\Users\user\Desktop\git\out\system32\ARP.EXE\snmpapi.dll
185,C:\Windows\System32\ARP.EXE,False,C:\Users\user\Desktop\git\out\system32\ARP.EXE\IPHLPAPI.DLL
186,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\schedcli.dll
188,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\netutils.dll
191,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\sspicli.dll
195,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\bcrypt.dll
200,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\NtlmShared.dll
206,C:\Windows\System32\at.exe,False,C:\Users\user\Desktop\git\out\system32\at.exe\cryptdll.dll
207,C:\Windows\System32\AtBroker.exe,False,C:\Users\user\Desktop\git\out\system32\AtBroker.exe\UxTheme.dll
208,C:\Windows\System32\attrib.exe,False,C:\Users\user\Desktop\git\out\system32\attrib.exe\ulib.dll
209,C:\Windows\System32\audiodg.exe,False,C:\Users\user\Desktop\git\out\system32\audiodg.exe\MMDevAPI.DLL
210,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\UNATTEND.DLL
212,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\ActionQueue.dll
215,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\ServicingCommon.dll
219,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\samcli.dll
224,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\netutils.dll
230,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\wdscore.dll
237,C:\Windows\System32\oobe\audit.exe,False,C:\Users\user\Desktop\git\out\system32\audit.exe\dbgcore.DLL
238,C:\Windows\System32\auditpol.exe,False,C:\Users\user\Desktop\git\out\system32\auditpol.exe\auditpolcore.dll
239,C:\Windows\System32\oobe\AuditShD.exe,False,C:\Users\user\Desktop\git\out\system32\AuditShD.exe\wdscore.dll
241,C:\Windows\System32\oobe\AuditShD.exe,False,C:\Users\user\Desktop\git\out\system32\AuditShD.exe\dbgcore.DLL
244,C:\Windows\System32\oobe\AuditShD.exe,False,C:\Users\user\Desktop\git\out\system32\AuditShD.exe\SspiCli.dll
245,C:\Windows\System32\AxInstUI.exe,False,C:\Users\user\Desktop\git\out\system32\AxInstUI.exe\MSASN1.dll
246,C:\Windows\System32\backgroundTaskHost.exe,False,C:\Users\user\Desktop\git\out\system32\backgroundTaskHost.exe\bcrypt.dll
247,C:\Windows\System32\BackgroundTransferHost.exe,False,C:\Users\user\Desktop\git\out\system32\BackgroundTransferHost.exe\bcrypt.dll
248,C:\Windows\System32\bcdedit.exe,False,C:\Users\user\Desktop\git\out\system32\bcdedit.exe\CRYPTSP.dll
249,C:\Windows\System32\bitsadmin.exe,False,C:\Users\user\Desktop\git\out\system32\bitsadmin.exe\SspiCli.dll
250,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\BOOTUX.dll
252,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\UIAutomationCore.DLL
255,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\UxTheme.dll
259,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\DUI70.dll
264,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\DUser.dll
270,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\OLEACC.dll
277,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\OLEACCRC.DLL
285,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\PROPSYS.dll
294,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\BootMenuUX.DLL
304,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\ReAgent.dll
315,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\bcd.dll
327,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\ServicingCommon.dll
340,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\bcrypt.dll
354,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\WDSCORE.dll
369,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\CRYPTSP.dll
385,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\ResetEng.dll
402,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\dbghelp.dll
420,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\WIMGAPI.DLL
439,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\WOFUTIL.dll
459,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\DismApi.DLL
480,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\tbs.dll
502,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\VirtDisk.dll
525,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\VERSION.dll
574,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\FLTLIB.DLL
600,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\VSSAPI.DLL
627,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\VssTrace.DLL
655,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\TextShaping.dll
684,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\CRYPTBASE.DLL
714,C:\Windows\System32\bootim.exe,False,C:\Users\user\Desktop\git\out\system32\bootim.exe\WINSTA.dll
715,C:\Windows\System32\browserexport.exe,False,C:\Users\user\Desktop\git\out\system32\browserexport.exe\WININET.dll
717,C:\Windows\System32\browserexport.exe,False,C:\Users\user\Desktop\git\out\system32\browserexport.exe\winsqlite3.dll
720,C:\Windows\System32\browserexport.exe,False,C:\Users\user\Desktop\git\out\system32\browserexport.exe\iertutil.dll
724,C:\Windows\System32\browserexport.exe,False,C:\Users\user\Desktop\git\out\system32\browserexport.exe\msIso.dll
725,C:\Windows\System32\bthudtask.exe,True,C:\Users\user\Desktop\git\out\system32\bthudtask.exe\newdev.dll
727,C:\Windows\System32\bthudtask.exe,True,C:\Users\user\Desktop\git\out\system32\bthudtask.exe\DEVOBJ.dll
730,C:\Windows\System32\bthudtask.exe,True,C:\Users\user\Desktop\git\out\system32\bthudtask.exe\CFGMGR32.dll
734,C:\Windows\System32\bthudtask.exe,True,C:\Users\user\Desktop\git\out\system32\bthudtask.exe\DEVRTL.dll
735,C:\Windows\System32\ByteCodeGenerator.exe,False,C:\Users\user\Desktop\git\out\system32\ByteCodeGenerator.exe\urlmon.dll
737,C:\Windows\System32\ByteCodeGenerator.exe,False,C:\Users\user\Desktop\git\out\system32\ByteCodeGenerator.exe\iertutil.dll
740,C:\Windows\System32\ByteCodeGenerator.exe,False,C:\Users\user\Desktop\git\out\system32\ByteCodeGenerator.exe\srvcli.dll
744,C:\Windows\System32\ByteCodeGenerator.exe,False,C:\Users\user\Desktop\git\out\system32\ByteCodeGenerator.exe\netutils.dll
745,C:\Windows\System32\cacls.exe,False,C:\Users\user\Desktop\git\out\system32\cacls.exe\NTMARTA.dll
746,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\PROPSYS.dll
748,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\urlmon.dll
751,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\iertutil.dll
755,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\srvcli.dll
760,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\netutils.dll
766,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\edputil.dll
773,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\Secur32.dll
781,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\SSPICLI.DLL
790,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\MLANG.dll
800,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\WININET.dll
811,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\profapi.dll
823,C:\Windows\System32\calc.exe,False,C:\Users\user\Desktop\git\out\system32\calc.exe\CFGMGR32.dll
824,C:\Windows\System32\CameraSettingsUIHost.exe,False,C:\Users\user\Desktop\git\out\system32\CameraSettingsUIHost.exe\DUI70.dll
826,C:\Windows\System32\CameraSettingsUIHost.exe,False,C:\Users\user\Desktop\git\out\system32\CameraSettingsUIHost.exe\DUser.dll
827,C:\Windows\System32\CertEnrollCtrl.exe,False,C:\Users\user\Desktop\git\out\system32\CertEnrollCtrl.exe\certca.dll
829,C:\Windows\System32\CertEnrollCtrl.exe,False,C:\Users\user\Desktop\git\out\system32\CertEnrollCtrl.exe\certenroll.dll
830,C:\Windows\System32\certoc.exe,False,C:\Users\user\Desktop\git\out\system32\certoc.exe\ncrypt.dll
832,C:\Windows\System32\certoc.exe,False,C:\Users\user\Desktop\git\out\system32\certoc.exe\NTASN1.dll
833,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\certcli.dll
835,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\ncrypt.dll
838,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\certca.dll
842,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\CRYPTSP.dll
847,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\profapi.dll
853,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\Secur32.dll
860,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\WININET.dll
868,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\SSPICLI.DLL
877,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\NTASN1.dll
887,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\DUI70.dll
898,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\DUser.dll
910,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\dwmapi.dll
923,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\TextShaping.dll
937,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\WindowsCodecs.dll
952,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\msvcp110_win.dll
968,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\OLEACCRC.DLL
985,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\CFGMGR32.dll
1003,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\XmlLite.dll
1022,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\LINKINFO.dll
1042,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\MPR.dll
1063,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\imageres.dll
1085,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\cscapi.dll
1108,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\shell32.dll
1132,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\DEVOBJ.dll
1157,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\MSASN1.dll
1183,C:\Windows\System32\certreq.exe,False,C:\Users\user\Desktop\git\out\system32\certreq.exe\srvcli.dll
1184,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\certcli.dll
1186,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\Cabinet.dll
1189,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\CRYPTUI.dll
1193,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\ncrypt.dll
1198,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\NETAPI32.dll
1204,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\NTDSAPI.dll
1211,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\VERSION.dll
1219,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\Secur32.dll
1228,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\certca.dll
1238,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\CRYPTSP.dll
1261,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\BCRYPT.DLL
1274,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\LOGONCLI.DLL
1288,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\NETUTILS.DLL
1303,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\SAMCLI.DLL
1319,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\DSROLE.DLL
1336,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\SSPICLI.DLL
1354,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\NTASN1.dll
1373,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\profapi.dll
1393,C:\Windows\System32\certutil.exe,False,C:\Users\user\Desktop\git\out\system32\certutil.exe\certadm.dll
1394,C:\Windows\System32\change.exe,False,C:\Users\user\Desktop\git\out\system32\change.exe\REGAPI.dll
1396,C:\Windows\System32\change.exe,False,C:\Users\user\Desktop\git\out\system32\change.exe\utildll.dll
1399,C:\Windows\System32\change.exe,False,C:\Users\user\Desktop\git\out\system32\change.exe\WINSTA.dll
1403,C:\Windows\System32\change.exe,False,C:\Users\user\Desktop\git\out\system32\change.exe\samcli.dll
1408,C:\Windows\System32\change.exe,False,C:\Users\user\Desktop\git\out\system32\change.exe\netutils.dll
1409,C:\Windows\System32\charmap.exe,False,C:\Users\user\Desktop\git\out\system32\charmap.exe\GetUName.dll
1411,C:\Windows\System32\charmap.exe,False,C:\Users\user\Desktop\git\out\system32\charmap.exe\MSFTEDIT.DLL
1412,C:\Windows\System32\CheckNetIsolation.exe,False,C:\Users\user\Desktop\git\out\system32\CheckNetIsolation.exe\fwpuclnt.dll
1414,C:\Windows\System32\CheckNetIsolation.exe,False,C:\Users\user\Desktop\git\out\system32\CheckNetIsolation.exe\FirewallAPI.dll
1417,C:\Windows\System32\CheckNetIsolation.exe,False,C:\Users\user\Desktop\git\out\system32\CheckNetIsolation.exe\fwbase.dll
1418,C:\Windows\System32\chglogon.exe,False,C:\Users\user\Desktop\git\out\system32\chglogon.exe\REGAPI.dll
1420,C:\Windows\System32\chglogon.exe,False,C:\Users\user\Desktop\git\out\system32\chglogon.exe\utildll.dll
1423,C:\Windows\System32\chglogon.exe,False,C:\Users\user\Desktop\git\out\system32\chglogon.exe\WINSTA.dll
1427,C:\Windows\System32\chglogon.exe,False,C:\Users\user\Desktop\git\out\system32\chglogon.exe\samcli.dll
1432,C:\Windows\System32\chglogon.exe,False,C:\Users\user\Desktop\git\out\system32\chglogon.exe\netutils.dll
1853,C:\Windows\System32\chkdsk.exe,False,C:\Users\user\Desktop\git\out\system32\chkdsk.exe\ulib.dll
1855,C:\Windows\System32\chkdsk.exe,False,C:\Users\user\Desktop\git\out\system32\chkdsk.exe\IfsUtil.dll
1858,C:\Windows\System32\chkdsk.exe,False,C:\Users\user\Desktop\git\out\system32\chkdsk.exe\DEVOBJ.dll
1862,C:\Windows\System32\chkdsk.exe,False,C:\Users\user\Desktop\git\out\system32\chkdsk.exe\CFGMGR32.dll
1863,C:\Windows\System32\chkntfs.exe,False,C:\Users\user\Desktop\git\out\system32\chkntfs.exe\ulib.dll
1865,C:\Windows\System32\chkntfs.exe,False,C:\Users\user\Desktop\git\out\system32\chkntfs.exe\IfsUtil.dll
1868,C:\Windows\System32\chkntfs.exe,False,C:\Users\user\Desktop\git\out\system32\chkntfs.exe\CFGMGR32.dll
1872,C:\Windows\System32\chkntfs.exe,False,C:\Users\user\Desktop\git\out\system32\chkntfs.exe\DEVOBJ.dll
1873,C:\Windows\System32\choice.exe,False,C:\Users\user\Desktop\git\out\system32\choice.exe\VERSION.dll
1874,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\NTDSAPI.dll
1876,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\bcrypt.dll
1879,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\EFSUTIL.dll
1883,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\DSROLE.dll
1888,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\FeClient.dll
1894,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\ncrypt.dll
1909,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\iertutil.dll
1918,C:\Windows\System32\cipher.exe,False,C:\Users\user\Desktop\git\out\system32\cipher.exe\NTASN1.dll
1919,C:\Windows\System32\cleanmgr.exe,False,C:\Users\user\Desktop\git\out\system32\cleanmgr.exe\VSSAPI.DLL
1921,C:\Windows\System32\cleanmgr.exe,False,C:\Users\user\Desktop\git\out\system32\cleanmgr.exe\VssTrace.DLL
1922,C:\Windows\System32\cliconfg.exe,False,C:\Users\user\Desktop\git\out\system32\cliconfg.exe\TextShaping.dll
1923,C:\Windows\System32\clip.exe,False,C:\Users\user\Desktop\git\out\system32\clip.exe\VERSION.dll
1924,C:\Windows\System32\ClipUp.exe,False,C:\Users\user\Desktop\git\out\system32\ClipUp.exe\bcrypt.dll
1926,C:\Windows\System32\ClipUp.exe,False,C:\Users\user\Desktop\git\out\system32\ClipUp.exe\ncrypt.dll
1929,C:\Windows\System32\ClipUp.exe,False,C:\Users\user\Desktop\git\out\system32\ClipUp.exe\CRYPTXML.dll
1933,C:\Windows\System32\ClipUp.exe,False,C:\Users\user\Desktop\git\out\system32\ClipUp.exe\webservices.dll
1944,C:\Windows\System32\ClipUp.exe,False,C:\Users\user\Desktop\git\out\system32\ClipUp.exe\NTASN1.dll
2002,C:\Windows\System32\cmd.exe,False,C:\Users\user\Desktop\git\out\system32\cmd.exe\netmsg.dll
2003,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\cmpbk32.dll
2005,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\cmutil.dll
2008,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\Cabinet.dll
2012,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\RASAPI32.dll
2017,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\WINHTTP.dll
2030,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\VERSION.dll
2038,C:\Windows\System32\cmdl32.exe,False,C:\Users\user\Desktop\git\out\system32\cmdl32.exe\prxyqry.DLL
2039,C:\Windows\System32\cmmon32.exe,False,C:\Users\user\Desktop\git\out\system32\cmmon32.exe\cmutil.dll
2041,C:\Windows\System32\cmmon32.exe,False,C:\Users\user\Desktop\git\out\system32\cmmon32.exe\VERSION.dll
2042,C:\Windows\System32\cmstp.exe,False,C:\Users\user\Desktop\git\out\system32\cmstp.exe\cmutil.dll
2044,C:\Windows\System32\cmstp.exe,False,C:\Users\user\Desktop\git\out\system32\cmstp.exe\VERSION.dll
